program_name,attempt_number,provider,model,start_time,end_time,duration_seconds,prompt_summary,llm_output,parsed_rf,check_status,counterexample,tokens_used,empty_output_reason
Dijkstra1botht,1,openrouter,openai/gpt-5-mini,2026-03-15T22:39:39.709239,2026-03-15T22:40:04.913328,25.204089,"vars=['n', 'p', 'q', 'r', 'h'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(r), ReLU(n - q)]","[ReLU(r), ReLU(n - q)]",YES,,4066,
Dijkstra2botht,1,openrouter,openai/gpt-5-mini,2026-03-15T22:40:09.041124,2026-03-15T22:40:41.013914,31.97279,"vars=['n', 'p', 'q', 'r', 'h', 'c', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(q)+ReLU(-q), ReLU(k-c)]","[ReLU(q)+ReLU(-q), ReLU(k-c)]",YES,,4823,
Dijkstra3botht,1,openrouter,openai/gpt-5-mini,2026-03-15T22:40:45.164513,2026-03-15T22:41:21.744136,36.579623,"vars=['n', 'p', 'q', 'r', 'h', 'c', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(q), ReLU(k - c), ReLU(-h)]","[ReLU(q), ReLU(k - c), ReLU(-h)]",YES,,4456,
Dijkstra4botht,1,openrouter,openai/gpt-5-mini,2026-03-15T22:41:25.911442,2026-03-15T22:42:12.141675,46.230233,"vars=['n', 'p', 'q', 'r', 'h', 'c', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(k - c + q), ReLU(q)]","[ReLU(k - c + q), ReLU(q)]",YES,,6402,
Dijkstra5botht,1,openrouter,openai/gpt-5-mini,2026-03-15T22:42:16.289857,2026-03-15T22:42:40.507642,24.217785,"vars=['n', 'p', 'q', 'r', 'h', 'c', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(q), ReLU(p), ReLU(k - c)]","[ReLU(q), ReLU(p), ReLU(k - c)]",YES,,3883,
Dijkstra6botht,1,openrouter,openai/gpt-5-mini,2026-03-15T22:42:44.793431,2026-03-15T22:43:28.890504,44.097073,"vars=['n', 'p', 'q', 'r', 'h', 'c', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(q), ReLU(k - c + 1)]","[ReLU(q), ReLU(k - c + 1)]",YES,,5559,
Egcdbotht,1,openrouter,openai/gpt-5-mini,2026-03-15T22:43:33.101782,2026-03-15T22:44:17.268967,44.167185,"vars=['a', 'b', 'p', 'q', 'r', 's', 'x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(a)+ReLU(b), ReLU(x*p + y*r - x*q - y*s) + ReLU(x*q + y*s - x*p - y*r)]","[ReLU(a)+ReLU(b), ReLU(x*p + y*r - x*q - y*s) + ReLU(x*q + y*s - x*p - y*r)]",ERROR,,5119,
Egcdbotht,2,openrouter,openai/gpt-5-mini,2026-03-15T22:44:19.944757,2026-03-15T22:45:22.918806,62.974049,"vars=['a', 'b', 'p', 'q', 'r', 's', 'x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(a), ReLU(b)]","[ReLU(a), ReLU(b)]",NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""s"": 1,
  ""x"": 1,
  ""y"": 1
}",6379,
Egcdbotht,3,openrouter,openai/gpt-5-mini,2026-03-15T22:45:26.721203,2026-03-15T22:46:55.078750,88.357547,"vars=['a', 'b', 'p', 'q', 'r', 's', 'x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(q + s), ReLU(a), ReLU(p + r), ReLU(b)]","[ReLU(q + s), ReLU(a), ReLU(p + r), ReLU(b)]",YES,,8830,
Egcd2botht,1,openrouter,openai/gpt-5-mini,2026-03-15T22:46:58.878196,2026-03-15T22:47:26.459902,27.581706,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'temp'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(b) + ReLU(-b)],[ReLU(b) + ReLU(-b)],NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""temp"": 0,
  ""s"": 1,
  ""c"": 0,
  ""k"": 0
}",3485,
Egcd2botht,2,openrouter,openai/gpt-5-mini,2026-03-15T22:47:30.523073,2026-03-15T22:47:53.470313,22.94724,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'temp'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(b) + ReLU(-b)],[ReLU(b) + ReLU(-b)],NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""temp"": 0,
  ""s"": 1,
  ""c"": 0,
  ""k"": 0
}",3403,
Egcd2botht,3,openrouter,openai/gpt-5-mini,2026-03-15T22:47:57.442149,2026-03-15T22:48:35.015343,37.573194,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'temp'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(a), ReLU(a - k - 1)]","[ReLU(a), ReLU(a - k - 1)]",NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""temp"": 0,
  ""s"": 1,
  ""c"": 0,
  ""k"": 0
}",4984,
Egcd2botht,4,openrouter,openai/gpt-5-mini,2026-03-15T22:48:39.015182,2026-03-15T22:49:02.936763,23.921581,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'temp'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(b)+ReLU(-1*b)],[ReLU(b)+ReLU(-1*b)],NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""temp"": 0,
  ""s"": 1,
  ""c"": 0,
  ""k"": 0
}",3669,
Egcd2botht,5,openrouter,openai/gpt-5-mini,2026-03-15T22:49:06.954673,2026-03-15T22:49:31.939564,24.984891,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'temp'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(a + b - 1), ReLU(b)]","[ReLU(a + b - 1), ReLU(b)]",NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""temp"": 0,
  ""s"": 1,
  ""c"": 0,
  ""k"": 0
}",3806,
Egcd2botht,6,openrouter,openai/gpt-5-mini,2026-03-15T22:49:35.914733,2026-03-15T22:49:59.805287,23.890554,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'temp'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(b), ReLU(c)]","[ReLU(b), ReLU(c)]",NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""temp"": 0,
  ""s"": 1,
  ""c"": 0,
  ""k"": 0
}",3869,
Egcd2botht,7,openrouter,openai/gpt-5-mini,2026-03-15T22:50:04.164053,2026-03-15T22:51:20.612219,76.448166,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'temp'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(b), ReLU(c)]","[ReLU(b), ReLU(c)]",NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""temp"": 0,
  ""s"": 1,
  ""c"": 0,
  ""k"": 0
}",6660,
Egcd2botht,8,openrouter,openai/gpt-5-mini,2026-03-15T22:51:24.536151,2026-03-15T22:51:42.944991,18.40884,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'temp'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(b)],[ReLU(b)],NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""temp"": 0,
  ""s"": 1,
  ""c"": 0,
  ""k"": 0
}",3536,
Egcd2botht,9,openrouter,openai/gpt-5-mini,2026-03-15T22:51:46.973116,2026-03-15T22:52:08.902932,21.929816,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'temp'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(b)+ReLU(-b)],[ReLU(b)+ReLU(-b)],NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""temp"": 0,
  ""s"": 1,
  ""c"": 0,
  ""k"": 0
}",3444,
Egcd2botht,10,openrouter,openai/gpt-5-mini,2026-03-15T22:52:13.499192,2026-03-15T22:52:57.533804,44.034612,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'temp'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(b) + ReLU(-b)],[ReLU(b) + ReLU(-b)],NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""temp"": 0,
  ""s"": 1,
  ""c"": 0,
  ""k"": 0
}",4790,
Egcd3botht,1,openrouter,openai/gpt-5-mini,2026-03-15T22:53:02.568742,2026-03-15T22:53:14.080822,11.51208,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'd', 'v', 'temp'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(b)],[ReLU(b)],NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""s"": 1,
  ""c"": 0,
  ""d"": 0,
  ""v"": 0,
  ""k"": 0
}",2238,
Egcd3botht,2,openrouter,openai/gpt-5-mini,2026-03-15T22:53:19.499568,2026-03-15T22:53:41.243484,21.743916,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'd', 'v', 'temp'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(1*b)+ReLU(-1*b)],[ReLU(1*b)+ReLU(-1*b)],NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""s"": 1,
  ""c"": 0,
  ""d"": 0,
  ""v"": 0,
  ""k"": 0
}",3526,
Egcd3botht,3,openrouter,openai/gpt-5-mini,2026-03-15T22:53:45.410992,2026-03-15T22:54:15.659720,30.248728,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'd', 'v', 'temp'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(b), ReLU(c)]","[ReLU(b), ReLU(c)]",NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""s"": 1,
  ""c"": 0,
  ""d"": 0,
  ""v"": 0,
  ""k"": 0
}",3915,
Egcd3botht,4,openrouter,openai/gpt-5-mini,2026-03-15T22:54:20.820350,2026-03-15T22:54:32.858621,12.038271,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'd', 'v', 'temp'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(b)],[ReLU(b)],NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""s"": 1,
  ""c"": 0,
  ""d"": 0,
  ""v"": 0,
  ""k"": 0
}",2933,
Egcd3botht,5,openrouter,openai/gpt-5-mini,2026-03-15T22:54:36.986613,2026-03-15T22:55:02.920441,25.933828,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'd', 'v', 'temp'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(b)],[ReLU(b)],NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""s"": 1,
  ""c"": 0,
  ""d"": 0,
  ""v"": 0,
  ""k"": 0
}",3835,
Egcd3botht,6,openrouter,openai/gpt-5-mini,2026-03-15T22:55:07.111417,2026-03-15T22:55:59.452595,52.341178,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'd', 'v', 'temp'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(b), ReLU(c), ReLU(c - v)]","[ReLU(b), ReLU(c), ReLU(c - v)]",NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""s"": 1,
  ""c"": 0,
  ""d"": 0,
  ""v"": 0,
  ""k"": 0
}",6113,
Egcd3botht,7,openrouter,openai/gpt-5-mini,2026-03-15T22:56:03.629274,2026-03-15T22:56:19.115535,15.486261,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'd', 'v', 'temp'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(b)],[ReLU(b)],NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""s"": 1,
  ""c"": 0,
  ""d"": 0,
  ""v"": 0,
  ""k"": 0
}",3235,
Egcd3botht,8,openrouter,openai/gpt-5-mini,2026-03-15T22:56:23.112112,2026-03-15T22:56:49.833345,26.721233,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'd', 'v', 'temp'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(b)],[ReLU(b)],NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""s"": 1,
  ""c"": 0,
  ""d"": 0,
  ""v"": 0,
  ""k"": 0
}",3944,
Egcd3botht,9,openrouter,openai/gpt-5-mini,2026-03-15T22:56:54.006558,2026-03-15T22:57:19.817051,25.810493,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'd', 'v', 'temp'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(b - 1)],[ReLU(b - 1)],NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""s"": 1,
  ""c"": 0,
  ""d"": 0,
  ""v"": 0,
  ""k"": 0
}",4070,
Egcd3botht,10,openrouter,openai/gpt-5-mini,2026-03-15T22:57:24.000199,2026-03-15T22:58:17.512248,53.512049,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'd', 'v', 'temp'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(b), ReLU(c - d + 1)]","[ReLU(b), ReLU(c - d + 1)]",NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""s"": 1,
  ""c"": 0,
  ""d"": 0,
  ""v"": 0,
  ""k"": 0
}",6115,
Fermat1botht,1,openrouter,openai/gpt-5-mini,2026-03-15T22:58:21.617231,2026-03-15T22:59:16.280333,54.663102,"vars=['A', 'R', 'u', 'v', 'r', 'cc', 'kk', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(kk - u), ReLU(kk - v)]","[ReLU(kk - u), ReLU(kk - v)]",YES,,5380,
Freire1botht,1,openrouter,openai/gpt-5-mini,2026-03-15T22:59:21.871129,2026-03-15T23:00:01.444412,39.573283,"vars=['a', 'x', 'r', 'c', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(-r)],[ReLU(-r)],YES,,4235,
Geo1botht,1,openrouter,openai/gpt-5-mini,2026-03-15T23:00:05.163613,2026-03-15T23:01:38.707313,93.5437,"vars=['z', 'k', 'x', 'y', 'c'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(k - c), ReLU(k - x - y + 1 - c)]","[ReLU(k - c), ReLU(k - x - y + 1 - c)]",YES,,7572,
Geo2botht,1,openrouter,openai/gpt-5-mini,2026-03-15T23:01:42.580491,2026-03-15T23:02:48.469499,65.889008,"vars=['z', 'k', 'x', 'y', 'c'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(k - c - 1), ReLU(k - c)]","[ReLU(k - c - 1), ReLU(k - c)]",YES,,5787,
Geo3botht,1,openrouter,openai/gpt-5-mini,2026-03-15T23:02:52.314752,2026-03-15T23:04:01.207940,68.893188,"vars=['z', 'a', 'k', 'x', 'y', 'c'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(k - (z*x - x + a - a*z*y + c))],[ReLU(k - (z*x - x + a - a*z*y + c))],PARSE_FAILED,,5862,
Geo3botht,2,openrouter,openai/gpt-5-mini,2026-03-15T23:04:01.228386,2026-03-15T23:04:31.518814,30.290428,"vars=['z', 'a', 'k', 'x', 'y', 'c'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(k - c), ReLU(k - c + x + y)]","[ReLU(k - c), ReLU(k - c + x + y)]",YES,,3569,
Hardbotht,1,openrouter,openai/gpt-5-mini,2026-03-15T23:04:34.984480,2026-03-15T23:05:37.779031,62.794551,"vars=['a', 'b', 'r', 'd', 'p', 'q'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(r - p), ReLU(a - q - r + p - 1)]","[ReLU(r - p), ReLU(a - q - r + p - 1)]",NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 1,
  ""r"": 2,
  ""d"": 0
}",5830,
Hardbotht,2,openrouter,openai/gpt-5-mini,2026-03-15T23:05:41.656564,2026-03-15T23:06:27.564419,45.907855,"vars=['a', 'b', 'r', 'd', 'p', 'q'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(p), ReLU(d)]","[ReLU(p), ReLU(d)]",YES,,5335,
Hard2botht,1,openrouter,openai/gpt-5-mini,2026-03-15T23:06:31.613772,2026-03-15T23:07:17.089244,45.475472,"vars=['a', 'b', 'r', 'd', 'p', 'q'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(r - d), ReLU(r + p)]","[ReLU(r - d), ReLU(r + p)]",NO,"{
  ""p"": 1,
  ""a"": 5,
  ""q"": 0,
  ""b"": 1,
  ""r"": 0,
  ""d"": 1
}",4628,
Hard2botht,2,openrouter,openai/gpt-5-mini,2026-03-15T23:07:23.091822,2026-03-15T23:09:06.942406,103.850584,"vars=['a', 'b', 'r', 'd', 'p', 'q'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(a - q - 1), ReLU(a + r + 1 - d - p)]","[ReLU(a - q - 1), ReLU(a + r + 1 - d - p)]",NO,"{
  ""p"": 1,
  ""a"": 2,
  ""q"": 0,
  ""b"": 1,
  ""r"": 0,
  ""d"": 1
}",9189,
Hard2botht,3,openrouter,openai/gpt-5-mini,2026-03-15T23:09:12.162081,2026-03-15T23:11:15.733261,123.57118,"vars=['a', 'b', 'r', 'd', 'p', 'q'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(r), ReLU(a - p)]","[ReLU(r), ReLU(a - p)]",NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 1,
  ""r"": 0,
  ""d"": 1
}",9201,
Hard2botht,4,openrouter,openai/gpt-5-mini,2026-03-15T23:11:20.719693,2026-03-15T23:12:39.533634,78.813941,"vars=['a', 'b', 'r', 'd', 'p', 'q'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",NO_RELU_SOLUTION,,NO_RELU_SOLUTION,,7726,
Lcm2botht,1,openrouter,openai/gpt-5-mini,2026-03-15T23:12:39.551966,2026-03-15T23:13:12.176612,32.624646,"vars=['a', 'b', 'x', 'y', 'u', 'v'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + y)],[ReLU(x + y)],NO,"{
  ""a"": 6,
  ""b"": 13,
  ""u"": 0,
  ""v"": 0,
  ""x"": 0,
  ""y"": 0
}",3774,
Lcm2botht,2,openrouter,openai/gpt-5-mini,2026-03-15T23:13:16.807627,2026-03-15T23:13:45.796722,28.989095,"vars=['a', 'b', 'x', 'y', 'u', 'v'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - y), ReLU(y - x)]","[ReLU(x - y), ReLU(y - x)]",NO,"{
  ""a"": 12,
  ""b"": 6,
  ""u"": 0,
  ""v"": 0,
  ""x"": 0,
  ""y"": 0
}",3808,
Lcm2botht,3,openrouter,openai/gpt-5-mini,2026-03-15T23:13:49.389532,2026-03-15T23:14:22.884053,33.494521,"vars=['a', 'b', 'x', 'y', 'u', 'v'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x + y), ReLU(u + v)]","[ReLU(x + y), ReLU(u + v)]",NO,"{
  ""a"": 3,
  ""b"": 2,
  ""u"": 0,
  ""v"": 0,
  ""x"": 0,
  ""y"": 0
}",4243,
Lcm2botht,4,openrouter,openai/gpt-5-mini,2026-03-15T23:14:26.418681,2026-03-15T23:14:51.639216,25.220535,"vars=['a', 'b', 'x', 'y', 'u', 'v'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",NO_RELU_SOLUTION,,NO_RELU_SOLUTION,,3420,
Mannadivbotht,1,openrouter,openai/gpt-5-mini,2026-03-15T23:14:51.687746,2026-03-15T23:15:52.638480,60.950734,"vars=['x', 'y', 'a', 'b', 'c'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(-a), ReLU(c)]","[ReLU(-a), ReLU(c)]",YES,,5760,
Prod4brbotht,1,openrouter,openai/gpt-5-mini,2026-03-15T23:15:57.141909,2026-03-15T23:16:08.009229,10.86732,"vars=['x', 'y', 'a', 'b', 'p', 'q'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(a)],[ReLU(a)],NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""x"": 0,
  ""y"": 0
}",2301,
Prod4brbotht,2,openrouter,openai/gpt-5-mini,2026-03-15T23:16:11.692401,2026-03-15T23:16:40.127035,28.434634,"vars=['x', 'y', 'a', 'b', 'p', 'q'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(1*a+1*b)],[ReLU(1*a+1*b)],YES,,4041,
Prodbinbotht,1,openrouter,openai/gpt-5-mini,2026-03-15T23:16:43.685558,2026-03-15T23:17:20.177420,36.491862,"vars=['a', 'b', 'x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",NO_RELU_SOLUTION,,NO_RELU_SOLUTION,,3718,
Ps2botht,1,openrouter,openai/gpt-5-mini,2026-03-15T23:17:20.208174,2026-03-15T23:18:39.251362,79.043188,"vars=['k', 'y', 'x', 'c'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(k - c - y), ReLU(k - c + 2*x)]","[ReLU(k - c - y), ReLU(k - c + 2*x)]",YES,,7154,
Ps3botht,1,openrouter,openai/gpt-5-mini,2026-03-15T23:18:44.052734,2026-03-15T23:20:16.783408,92.730674,"vars=['k', 'y', 'x', 'c'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(k - c - 6*x + 2*y + 1)],[ReLU(k - c - 6*x + 2*y + 1)],YES,,6574,
Ps4botht,1,openrouter,openai/gpt-5-mini,2026-03-15T23:20:21.653029,2026-03-15T23:21:46.732361,85.079332,"vars=['k', 'y', 'x', 'c'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(k - c), ReLU(k - c - 4*x + 1)]","[ReLU(k - c), ReLU(k - c - 4*x + 1)]",YES,,7143,
Ps5botht,1,openrouter,openai/gpt-5-mini,2026-03-15T23:21:51.428698,2026-03-15T23:22:59.446947,68.018249,"vars=['k', 'y', 'x', 'c'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(k - c - 30*x - y)],[ReLU(k - c - 30*x - y)],YES,,6738,
Ps6botht,1,openrouter,openai/gpt-5-mini,2026-03-15T23:23:04.338656,2026-03-15T23:24:13.152570,68.813914,"vars=['k', 'y', 'x', 'c'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(k - c - 12*x - y)],[ReLU(k - c - 12*x - y)],YES,,6457,
Sqrt1botht,1,openrouter,openai/gpt-5-mini,2026-03-15T23:24:17.921927,2026-03-15T23:25:10.362379,52.440452,"vars=['n', 'k', 'a', 's', 't', 'c'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(k - c - 2*t - 1), ReLU(k - c - t)]","[ReLU(k - c - 2*t - 1), ReLU(k - c - t)]",YES,,5350,
Binomial,1,openrouter,openai/gpt-5-mini,2026-03-15T23:25:15.566112,2026-03-15T23:25:46.262014,30.695902,"vars=['x', 'y', 'z', 'n', 'k', 'f1', 't', 'f2', 'd', 'f3', 'den', 'r'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - n), ReLU(x - k), ReLU(t)]","[ReLU(x - n), ReLU(x - k), ReLU(t)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""z"": 0
}",3817,
Binomial,2,openrouter,openai/gpt-5-mini,2026-03-15T23:25:56.081789,2026-03-15T23:26:22.317567,26.235778,"vars=['x', 'y', 'z', 'n', 'k', 'f1', 't', 'f2', 'd', 'f3', 'den', 'r'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - n), ReLU(x - k), ReLU(t)]","[ReLU(x - n), ReLU(x - k), ReLU(t)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""z"": 0
}",6173,
Binomial,3,openrouter,openai/gpt-5-mini,2026-03-15T23:26:31.149607,2026-03-15T23:27:13.402903,42.253296,"vars=['x', 'y', 'z', 'n', 'k', 'f1', 't', 'f2', 'd', 'f3', 'den', 'r'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - n), ReLU(n - k), ReLU(t)]","[ReLU(x - n), ReLU(n - k), ReLU(t)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""z"": 0
}",7428,
Binomial,4,openrouter,openai/gpt-5-mini,2026-03-15T23:27:22.588635,2026-03-15T23:27:36.179716,13.591081,"vars=['x', 'y', 'z', 'n', 'k', 'f1', 't', 'f2', 'd', 'f3', 'den', 'r'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - n), ReLU(x - k)]","[ReLU(x - n), ReLU(x - k)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""z"": 0
}",5362,
Binomial,5,openrouter,openai/gpt-5-mini,2026-03-15T23:27:40.154857,2026-03-15T23:28:04.010666,23.855809,"vars=['x', 'y', 'z', 'n', 'k', 'f1', 't', 'f2', 'd', 'f3', 'den', 'r'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x + 1 - n), ReLU(x + 1 - k)]","[ReLU(x + 1 - n), ReLU(x + 1 - k)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""z"": 0
}",4093,
Binomial,6,openrouter,openai/gpt-5-mini,2026-03-15T23:28:08.414446,2026-03-15T23:28:29.236761,20.822315,"vars=['x', 'y', 'z', 'n', 'k', 'f1', 't', 'f2', 'd', 'f3', 'den', 'r'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - n + 1), ReLU(x - k + 1)]","[ReLU(x - n + 1), ReLU(x - k + 1)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""z"": 0
}",3632,
Binomial,7,openrouter,openai/gpt-5-mini,2026-03-15T23:28:33.100724,2026-03-15T23:28:52.394925,19.294201,"vars=['x', 'y', 'z', 'n', 'k', 'f1', 't', 'f2', 'd', 'f3', 'den', 'r'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - n), ReLU(x - k)]","[ReLU(x - n), ReLU(x - k)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""z"": 0
}",3519,
